Year,Week,Rainfall_mm,Soil_Moisture,Temperature_C,Crop_Type,Fertilizer_kg_per_ha,Crop_Yield_tons_per_ha
2006,1,9.146207772549172,0.2707600303484528,28.7989661837658,Pigeon Peas,33.0,2.97
2006,2,8.825769100027337,0.2748135173003903,28.96858486867296,Pigeon Peas,33.0,2.97
2006,3,7.996223237045046,0.2462958951563104,28.696581646982622,Pigeon Peas,33.0,2.97
2006,4,6.561031884087027,0.2426192533082867,27.900998291635148,Pigeon Peas,33.0,2.97
2006,5,8.247742631232498,0.2271736681231726,27.62673231638386,Pigeon Peas,33.0,2.97
2006,6,8.077077009998114,0.231003399551896,29.38310083703353,Pigeon Peas,33.0,2.97
2006,7,9.1065255271406,0.2404352164438883,27.94219391734048,Pigeon Peas,33.0,2.97
2006,8,8.086120539958577,0.2461461792244979,26.364937758566008,Pigeon Peas,33.0,2.97
2006,9,6.550672531197194,0.2264717845493531,28.10555406757679,Pigeon Peas,33.0,2.97
2006,10,8.78379365104773,0.2658323297568082,29.842962299007635,Pigeon Peas,33.0,2.97
2006,11,6.295855153065709,0.2361536529620781,27.26302437203793,Pigeon Peas,33.0,2.97
2006,12,8.103672216898909,0.2414443023878612,27.20352061383765,Pigeon Peas,33.0,2.97
2006,13,8.814777998001444,0.2308771520590289,29.10360914164958,Pigeon Peas,33.0,2.97
2006,14,8.815738870635869,0.2360354216980799,29.642671418143745,Pigeon Peas,33.0,2.97
2006,15,6.379875442196643,0.2310753415839569,29.43569981657537,Pigeon Peas,33.0,2.97
2006,16,8.285689038698774,0.2265832740636227,26.80171637733762,Pigeon Peas,33.0,2.97
2006,17,6.4627544642117885,0.2387585997991337,27.874666330061466,Pigeon Peas,33.0,2.97
2006,18,6.301754414235369,0.2488625678085233,27.07958905017889,Pigeon Peas,33.0,2.97
2006,19,8.41961156285841,0.2553132640004132,28.56122734538608,Pigeon Peas,33.0,2.97
2006,20,9.30396753726905,0.2732502645350538,28.721158298640017,Pigeon Peas,33.0,2.97
2006,21,7.54391192816486,0.2682848475178047,27.091376297833943,Pigeon Peas,33.0,2.97
2006,22,6.446911021690898,0.2688963186016457,26.63130623084364,Pigeon Peas,33.0,2.97
2006,23,6.890650829562528,0.2306649861437955,29.109838733138737,Pigeon Peas,33.0,2.97
2006,24,7.567535594910029,0.2277597605337996,26.32216871425717,Pigeon Peas,33.0,2.97
2006,25,7.581609302563626,0.2585433865485408,29.48356049728917,Pigeon Peas,33.0,2.97
2006,26,9.104166367066036,0.2351558592086468,27.339693072326007,Pigeon Peas,33.0,2.97
2006,27,7.927399640076105,0.2362039312362157,26.42777565444017,Pigeon Peas,33.0,2.97
2006,28,7.798869611357754,0.2676485315560823,28.853563550337903,Pigeon Peas,33.0,2.97
2006,29,8.71616484268009,0.2711842322044092,28.840754831028903,Pigeon Peas,33.0,2.97
2006,30,9.02259314553445,0.2516738305640936,26.840994351409364,Pigeon Peas,33.0,2.97
2006,31,9.31954860629152,0.266648207919739,28.804941350235826,Pigeon Peas,33.0,2.97
2006,32,8.90748409779638,0.2427769076656693,27.72694411241139,Pigeon Peas,33.0,2.97
2006,33,6.450109822125465,0.2266109520549823,28.67824160113682,Pigeon Peas,33.0,2.97
2006,34,7.017723595403534,0.2680107940901783,29.37035826254351,Pigeon Peas,33.0,2.97
2006,35,8.589294617429024,0.2485802862900628,29.7531057912212,Pigeon Peas,33.0,2.97
2006,36,6.794507314103233,0.2749777143419732,27.446599581506945,Pigeon Peas,33.0,2.97
2006,37,9.347550619428242,0.2261023672164995,29.52739623420051,Pigeon Peas,33.0,2.97
2006,38,8.169252849741902,0.2658295785272263,27.13980697301673,Pigeon Peas,33.0,2.97
2006,39,9.18404206352033,0.2313830216126593,28.74832365321516,Pigeon Peas,33.0,2.97
2006,40,9.144132811088443,0.25855418891789,29.136393555780074,Pigeon Peas,33.0,2.97
2006,41,9.189001392091242,0.2480044604280195,28.119125806163016,Pigeon Peas,33.0,2.97
2006,42,7.765283819255681,0.2747856976437224,28.32421693634835,Pigeon Peas,33.0,2.97
2006,43,7.664488829053585,0.2290811006219992,26.365468083943878,Pigeon Peas,33.0,2.97
2006,44,6.716851946331322,0.2595044269425521,27.496990351201173,Pigeon Peas,33.0,2.97
2006,45,6.439970923277021,0.2484054537579839,28.19769356161867,Pigeon Peas,33.0,2.97
2006,46,8.385730760264869,0.2391660605208406,29.33350800283352,Pigeon Peas,33.0,2.97
2006,47,7.217796198133236,0.2538317961388585,27.01432626373343,Pigeon Peas,33.0,2.97
2006,48,6.416393429654932,0.2388099207639659,28.66221932822837,Pigeon Peas,33.0,2.97
2006,49,8.242982254466172,0.2250894643168365,26.733560009790192,Pigeon Peas,33.0,2.97
2006,50,7.701576156338688,0.2631751113012174,28.36766825079926,Pigeon Peas,33.0,2.97
2006,51,8.291116672604646,0.2311543454607511,28.000691153934007,Pigeon Peas,33.0,2.97
2006,52,8.65396183824656,0.2404367288834541,27.861134574499864,Pigeon Peas,33.0,2.97
2019,1,9.701601226571697,0.7331979343836168,31.023615782745114,Sorghum,43.5,5.69
2019,2,11.827783720260715,0.7395910516186261,29.12850645415267,Sorghum,43.5,5.69
2019,3,12.184446023227634,0.675172755542702,31.10018374629359,Sorghum,43.5,5.69
2019,4,11.849374208824212,0.6976785466559551,27.829173062844667,Sorghum,43.5,5.69
2019,5,11.126530321087156,0.6773395224871128,28.599466029239416,Sorghum,43.5,5.69
2019,6,9.582144718901692,0.6778861531817202,29.24834452704504,Sorghum,43.5,5.69
2019,7,12.686406392702317,0.6774733726315837,28.883951180151573,Sorghum,43.5,5.69
2019,8,10.08220745280845,0.7735807353900317,28.865338947393877,Sorghum,43.5,5.69
2019,9,11.291794893077748,0.7246059812038381,30.62760925552468,Sorghum,43.5,5.69
2019,10,11.835572784559032,0.6781257678420539,30.4271168334128,Sorghum,43.5,5.69
2019,11,12.920078157644843,0.7669239540796357,30.562743918618093,Sorghum,43.5,5.69
2019,12,10.667027148906644,0.691403715671396,27.77266741272018,Sorghum,43.5,5.69
2019,13,11.401566666440065,0.678486462454513,30.11691472521862,Sorghum,43.5,5.69
2019,14,12.342453815206005,0.822445079681918,30.73054722210349,Sorghum,43.5,5.69
2019,15,10.438497447536582,0.7882815521319433,28.05191812548109,Sorghum,43.5,5.69
2019,16,9.089445587957744,0.7305547705608126,30.29045656094261,Sorghum,43.5,5.69
2019,17,9.847867584736496,0.7865621753086254,28.299467397901584,Sorghum,43.5,5.69
2019,18,12.351726956377338,0.7240984388564697,30.155913357761428,Sorghum,43.5,5.69
2019,19,9.179299540856166,0.7068598654886326,29.659070671953238,Sorghum,43.5,5.69
2019,20,11.146558051869109,0.7919597947708781,31.538370390390146,Sorghum,43.5,5.69
2019,21,11.61323962928383,0.7279767133743422,30.700637745814955,Sorghum,43.5,5.69
2019,22,12.543658412190258,0.7001201685631288,30.48106334789514,Sorghum,43.5,5.69
2019,23,11.84783890127355,0.7233895573757119,31.20541084084016,Sorghum,43.5,5.69
2019,24,12.03296369204429,0.8238357591876886,27.78664565689644,Sorghum,43.5,5.69
2019,25,9.225276803123071,0.8046700299957339,29.996716698361805,Sorghum,43.5,5.69
2019,26,12.314954054622037,0.7383454159339385,29.14437038546046,Sorghum,43.5,5.69
2019,27,11.745150098885505,0.7904844872678076,30.34139612301513,Sorghum,43.5,5.69
2019,28,12.095918252395869,0.7893314763254784,30.039119040023945,Sorghum,43.5,5.69
2019,29,11.604386993087555,0.7266056515747318,30.78086326065465,Sorghum,43.5,5.69
2019,30,12.842524841620856,0.7437990392778178,31.39849421499409,Sorghum,43.5,5.69
2019,31,10.16832233577616,0.7409717108887828,30.99625500863674,Sorghum,43.5,5.69
2019,32,11.60251831739734,0.793514196124251,31.30462512783096,Sorghum,43.5,5.69
2019,33,12.778652165794885,0.7217656036914033,30.63730415429921,Sorghum,43.5,5.69
2019,34,9.712281127887634,0.6910008787133969,29.411954684628387,Sorghum,43.5,5.69
2019,35,10.216020556813366,0.7725131451671157,30.427076043978666,Sorghum,43.5,5.69
2019,36,11.10808104328812,0.6861549919719294,29.16922231304859,Sorghum,43.5,5.69
2019,37,11.86648350443606,0.8007399507103776,30.430126478956936,Sorghum,43.5,5.69
2019,38,12.534419341418095,0.7344805659684379,27.919697532908938,Sorghum,43.5,5.69
2019,39,10.223048820604026,0.732668448104324,29.27772404241185,Sorghum,43.5,5.69
2019,40,11.35163594261576,0.7733282910464213,30.809843569040183,Sorghum,43.5,5.69
2019,41,9.792906878655767,0.8033179376706356,29.88979868434803,Sorghum,43.5,5.69
2019,42,11.918307034953214,0.7589112718289668,28.086915510976542,Sorghum,43.5,5.69
2019,43,10.727163200869208,0.82332745292455,28.89840205659309,Sorghum,43.5,5.69
2019,44,13.247401196668676,0.7169475865895265,30.854890338030657,Sorghum,43.5,5.69
2019,45,11.578541526367722,0.8004384516655317,31.51373956446876,Sorghum,43.5,5.69
2019,46,10.798671781769867,0.6750254130603561,29.229080929261805,Sorghum,43.5,5.69
2019,47,12.425228794656274,0.7309556550492141,29.211762848461102,Sorghum,43.5,5.69
2019,48,9.133187863108486,0.719109171568768,27.827298949550013,Sorghum,43.5,5.69
2019,49,10.302057963850292,0.7138696963419748,28.758936142018342,Sorghum,43.5,5.69
2019,50,11.376069231491774,0.6960840939717144,30.710469170130622,Sorghum,43.5,5.69
2019,51,12.90212772034261,0.6916579511404406,30.472697931365868,Sorghum,43.5,5.69
2019,52,9.390722023580802,0.7528499208820385,27.611925802226303,Sorghum,43.5,5.69
2014,1,6.13898152483578,0.2771574219904078,17.912845918746168,Maize,76.8,4.23
2014,2,6.440756262316263,0.304276195564527,18.42795905930347,Maize,76.8,4.23
2014,3,4.953110558492087,0.2738704372266114,18.10265062805793,Maize,76.8,4.23
2014,4,6.676865968495048,0.2966155528475593,19.8909289597856,Maize,76.8,4.23
2014,5,5.186816283696641,0.2600711301518051,16.57090228204266,Maize,76.8,4.23
2014,6,6.087169057635185,0.2932974814838342,17.438864351496623,Maize,76.8,4.23
2014,7,6.618764745141703,0.2689107160781687,17.531617545511494,Maize,76.8,4.23
2014,8,5.187871416436363,0.2696244525600937,19.81247456453439,Maize,76.8,4.23
2014,9,6.520118833908725,0.3060893563555787,18.50607221652654,Maize,76.8,4.23
2014,10,6.140607717978778,0.2854307840843788,17.984113513328555,Maize,76.8,4.23
2014,11,6.182700166731475,0.2882602747895643,19.938444328692068,Maize,76.8,4.23
2014,12,5.524238093820416,0.2886541578175098,18.30865290709265,Maize,76.8,4.23
2014,13,6.656276021262993,0.2749831205360797,17.446421531177254,Maize,76.8,4.23
2014,14,4.990690649908692,0.2821490609681505,17.13468690655225,Maize,76.8,4.23
2014,15,6.424947640655419,0.3058167011268662,19.258126139985148,Maize,76.8,4.23
2014,16,6.451937658967117,0.2565119527014887,17.454257574356372,Maize,76.8,4.23
2014,17,5.328602870548339,0.2779127317160081,19.085526746539145,Maize,76.8,4.23
2014,18,6.627404851313147,0.2806619021168792,19.974091838620843,Maize,76.8,4.23
2014,19,4.988600934285418,0.2874257236247741,18.86824438202081,Maize,76.8,4.23
2014,20,6.862030664251801,0.2915549832163722,17.305457976387004,Maize,76.8,4.23
2014,21,4.69603614546646,0.261566044828712,18.232812798845867,Maize,76.8,4.23
2014,22,5.01227106048222,0.2837417978705238,19.377999809095108,Maize,76.8,4.23
2014,23,6.597856589523119,0.2551689312413761,16.94573119210822,Maize,76.8,4.23
2014,24,6.846649148113214,0.2628127819843038,17.318293700327295,Maize,76.8,4.23
2014,25,6.324660330788662,0.2833452756107382,18.609428230235707,Maize,76.8,4.23
2014,26,5.268425440696996,0.2973533033250471,17.706288270349717,Maize,76.8,4.23
2014,27,5.238989175085746,0.3049099115565402,19.39783696386595,Maize,76.8,4.23
2014,28,5.139856094096035,0.264746204846473,20.215500870807617,Maize,76.8,4.23
2014,29,5.987498544634905,0.2956491778816145,16.36321903789765,Maize,76.8,4.23
2014,30,4.923209931813066,0.2891888490108055,18.095171665410493,Maize,76.8,4.23
2014,31,5.914123326098308,0.2724817053823717,16.84896332548089,Maize,76.8,4.23
2014,32,5.445391219281365,0.2913254236541938,18.59853452295516,Maize,76.8,4.23
2014,33,5.324416945727443,0.2687505651171082,18.45825027681938,Maize,76.8,4.23
2014,34,5.949650406792712,0.3034727276760597,17.359745194577275,Maize,76.8,4.23
2014,35,6.551419243849239,0.2946145141188039,18.512663867522654,Maize,76.8,4.23
2014,36,6.693853541880095,0.2820665394832385,19.34343797255635,Maize,76.8,4.23
2014,37,5.556172034542475,0.2632010947729718,18.41412090259473,Maize,76.8,4.23
2014,38,5.357251277904902,0.2596989134256543,16.720517025491226,Maize,76.8,4.23
2014,39,5.973615339565527,0.2625888182146024,19.1124597484749,Maize,76.8,4.23
2014,40,5.549705340080782,0.2710438199460519,19.666353120640004,Maize,76.8,4.23
2014,41,6.229376717486551,0.2665390831538421,18.293820943025704,Maize,76.8,4.23
2014,42,6.04201758386376,0.2715384440254315,20.23102805978316,Maize,76.8,4.23
2014,43,6.395291486553874,0.2764724064795658,19.66843271130804,Maize,76.8,4.23
2014,44,6.447773261738183,0.2934912129137118,16.951651933035627,Maize,76.8,4.23
2014,45,6.491439609570623,0.2621152260662049,18.83270144864138,Maize,76.8,4.23
2014,46,6.778205402485391,0.2648450174375062,16.615601192771397,Maize,76.8,4.23
2014,47,5.176446871174194,0.2653952332626063,19.99916495148412,Maize,76.8,4.23
2014,48,6.442064759027157,0.2972837959889464,17.51547624101519,Maize,76.8,4.23
2014,49,4.90984617248477,0.3017205719500016,20.018958583471942,Maize,76.8,4.23
2014,50,5.423133164923293,0.2741038620774086,17.067943083284888,Maize,76.8,4.23
2014,51,5.63152871042124,0.2754275142489539,18.069539701515453,Maize,76.8,4.23
2014,52,6.447913813023872,0.2819631350294566,19.043927345271378,Maize,76.8,4.23
2010,1,6.903566795832155,0.8290984732309944,23.73501214591032,Pigeon Peas,45.1,4.08
2010,2,9.184026327474244,0.8045303625685974,23.61033411530631,Pigeon Peas,45.1,4.08
2010,3,9.083683052746302,0.7744879249109973,22.26983326725425,Pigeon Peas,45.1,4.08
2010,4,7.85261553764241,0.7657717622899021,21.802208980960906,Pigeon Peas,45.1,4.08
2010,5,6.507710192589108,0.7448058685882888,23.401721960843897,Pigeon Peas,45.1,4.08
2010,6,9.04404642015973,0.8014626591074725,24.650273015512653,Pigeon Peas,45.1,4.08
2010,7,7.144574623912189,0.7323345687179219,23.09217311507938,Pigeon Peas,45.1,4.08
2010,8,8.381869491801398,0.827214114727716,23.884642409302614,Pigeon Peas,45.1,4.08
2010,9,7.54442101344547,0.7518463862550844,24.042009955747723,Pigeon Peas,45.1,4.08
2010,10,7.818128352793507,0.7927112767834109,24.89424193458047,Pigeon Peas,45.1,4.08
2010,11,9.167506755501453,0.7531830633118325,21.00221355446785,Pigeon Peas,45.1,4.08
2010,12,7.982141723831408,0.7094715148879233,23.658761961613067,Pigeon Peas,45.1,4.08
2010,13,8.286055842785423,0.7502977484914025,22.71365212614412,Pigeon Peas,45.1,4.08
2010,14,7.603707382127137,0.7067192853340202,22.116035235735374,Pigeon Peas,45.1,4.08
2010,15,6.380110888919662,0.7220538789369747,24.419946883299843,Pigeon Peas,45.1,4.08
2010,16,6.362163591755778,0.7969854934672014,21.91689003573981,Pigeon Peas,45.1,4.08
2010,17,6.601840479007557,0.7086768183877922,23.361669005247453,Pigeon Peas,45.1,4.08
2010,18,6.696397046222613,0.7180285501055632,23.525495323520328,Pigeon Peas,45.1,4.08
2010,19,8.574859957018724,0.7854461233622215,23.42302474685652,Pigeon Peas,45.1,4.08
2010,20,8.777318108012489,0.7829024767461702,24.54796959037871,Pigeon Peas,45.1,4.08
2010,21,7.914997800625699,0.7325226478188049,24.666982164198515,Pigeon Peas,45.1,4.08
2010,22,7.796857830626593,0.8320634064023232,21.82605118621384,Pigeon Peas,45.1,4.08
2010,23,9.007018434648236,0.7140402631811557,23.33989083719538,Pigeon Peas,45.1,4.08
2010,24,7.339766782876954,0.7487730064673636,23.39368937416061,Pigeon Peas,45.1,4.08
2010,25,6.583518055854428,0.7576546939685432,24.58126154134853,Pigeon Peas,45.1,4.08
2010,26,6.966268539723881,0.7002039752230457,21.044430903253016,Pigeon Peas,45.1,4.08
2010,27,8.357193893209592,0.7279390734022446,24.613435683865973,Pigeon Peas,45.1,4.08
2010,28,6.252993914715619,0.7039878757996942,22.691276100026464,Pigeon Peas,45.1,4.08
2010,29,8.244648456251271,0.7820820485245631,22.513075994682588,Pigeon Peas,45.1,4.08
2010,30,8.511976615374428,0.7049006803226058,24.233801797557597,Pigeon Peas,45.1,4.08
2010,31,7.967664290404563,0.8094161003017293,24.532623068593065,Pigeon Peas,45.1,4.08
2010,32,6.603062713439883,0.7593538283184597,21.09826735458456,Pigeon Peas,45.1,4.08
2010,33,6.407310314751538,0.6988371974321133,21.15545936086688,Pigeon Peas,45.1,4.08
2010,34,7.174992410446872,0.8331431601114758,24.388728791345088,Pigeon Peas,45.1,4.08
2010,35,8.562791375574962,0.7916301068075234,23.018843657389585,Pigeon Peas,45.1,4.08
2010,36,8.392269360316646,0.7716060713399634,24.492252944723436,Pigeon Peas,45.1,4.08
2010,37,7.915997215125377,0.8204557055766034,22.702880135113045,Pigeon Peas,45.1,4.08
2010,38,8.08069239073131,0.8213220068217205,21.041737284777454,Pigeon Peas,45.1,4.08
2010,39,9.192642695071056,0.8302083497120404,21.80293931021562,Pigeon Peas,45.1,4.08
2010,40,6.284499151976419,0.7421458782489156,24.621845223597877,Pigeon Peas,45.1,4.08
2010,41,7.310624050857806,0.6943020282667143,23.588141904160658,Pigeon Peas,45.1,4.08
2010,42,8.901515670609236,0.7498825824463892,23.294049112194024,Pigeon Peas,45.1,4.08
2010,43,8.807933725105517,0.7450143957131583,21.58570946248839,Pigeon Peas,45.1,4.08
2010,44,9.205418539838886,0.7806520175711142,22.20773512722944,Pigeon Peas,45.1,4.08
2010,45,6.9894335179751526,0.8284403204750304,24.15609121430938,Pigeon Peas,45.1,4.08
2010,46,8.884795700828652,0.7867277226870623,24.30661512916204,Pigeon Peas,45.1,4.08
2010,47,6.316618853026096,0.7400323644144196,23.071111315730143,Pigeon Peas,45.1,4.08
2010,48,8.626039045502036,0.8199008236778133,21.9277833087731,Pigeon Peas,45.1,4.08
2010,49,7.5132932703469715,0.8295376544879055,22.922465008781256,Pigeon Peas,45.1,4.08
2010,50,8.765503611571015,0.8039129923777149,24.706466476891386,Pigeon Peas,45.1,4.08
2010,51,8.014069065875518,0.7968738179763835,22.97083052381338,Pigeon Peas,45.1,4.08
2010,52,7.9010553481143715,0.8139847764031779,21.828445692393665,Pigeon Peas,45.1,4.08
2007,1,18.6271184537597,0.4567805547425455,25.944457774727727,Maize,30.4,6.31
2007,2,15.443408237698373,0.4787170098323428,25.27046149781244,Maize,30.4,6.31
2007,3,13.953455507085415,0.4601807105212653,26.78681616418967,Maize,30.4,6.31
2007,4,15.228805275165591,0.4998376882010554,23.86258110498857,Maize,30.4,6.31
2007,5,15.300608166651656,0.4329796300417357,25.674123263653357,Maize,30.4,6.31
2007,6,13.570292880207896,0.4358791677011897,24.75499825290881,Maize,30.4,6.31
2007,7,12.95207661050724,0.4533203724276799,25.2658189303615,Maize,30.4,6.31
2007,8,16.750013124781983,0.4973788457182914,23.6108168490212,Maize,30.4,6.31
2007,9,13.092728165353876,0.441125106347614,25.378184242642085,Maize,30.4,6.31
2007,10,17.776487249074975,0.4699773705822015,24.20646808360408,Maize,30.4,6.31
2007,11,18.01676492147561,0.4860537433627722,23.208070120341347,Maize,30.4,6.31
2007,12,16.786578633052276,0.4805362033866946,23.55732235546337,Maize,30.4,6.31
2007,13,13.02687921695567,0.5027322225311874,23.735455373333327,Maize,30.4,6.31
2007,14,15.776600323254394,0.4487563378683404,24.911565479590134,Maize,30.4,6.31
2007,15,18.065466357299943,0.4304198803857946,26.27564587284217,Maize,30.4,6.31
2007,16,13.844821054659525,0.4532792290141835,23.464437890802323,Maize,30.4,6.31
2007,17,16.723872631773514,0.4337688275419596,24.996223403370557,Maize,30.4,6.31
2007,18,18.45125669204832,0.471843477306565,24.3333285764582,Maize,30.4,6.31
2007,19,13.383066666508112,0.494840209837151,25.521414446586835,Maize,30.4,6.31
2007,20,13.73353737870444,0.4719158050592978,25.577900550556883,Maize,30.4,6.31
2007,21,16.906997571272694,0.4554490020131391,24.333011496806165,Maize,30.4,6.31
2007,22,13.464308343377208,0.4265269895074134,25.86807651707897,Maize,30.4,6.31
2007,23,16.81938995879435,0.5006140377001937,26.790081228275906,Maize,30.4,6.31
2007,24,17.31472538491009,0.4569038775633843,24.32082788503955,Maize,30.4,6.31
2007,25,17.311873436836105,0.4427791059180412,24.216674078081542,Maize,30.4,6.31
2007,26,17.885847707760362,0.432353044883045,26.91893192446621,Maize,30.4,6.31
2007,27,13.383232217604473,0.5111186986011683,25.400039500550463,Maize,30.4,6.31
2007,28,19.04697628736004,0.4854123737658446,25.999564556839317,Maize,30.4,6.31
2007,29,15.619670093851846,0.4347160470430676,23.974850091028067,Maize,30.4,6.31
2007,30,17.20563037808198,0.5030142076651153,24.83283622446241,Maize,30.4,6.31
2007,31,16.134735840141644,0.4390324441777677,24.39874711245521,Maize,30.4,6.31
2007,32,13.081362985255865,0.4492561777881372,25.15075712614329,Maize,30.4,6.31
2007,33,13.808442717405136,0.4606194496213089,24.4661285621178,Maize,30.4,6.31
2007,34,17.73949415079683,0.4798932051062015,23.49663128469745,Maize,30.4,6.31
2007,35,15.91584254812323,0.4710690533234007,24.98527130790814,Maize,30.4,6.31
2007,36,13.205701141916675,0.5012394422460151,27.188021232410787,Maize,30.4,6.31
2007,37,17.469775205422664,0.4856075298707433,26.470873922891453,Maize,30.4,6.31
2007,38,14.058473949045366,0.4858405662847498,26.90691262362745,Maize,30.4,6.31
2007,39,17.446895592898905,0.4793692495066198,24.458364157762265,Maize,30.4,6.31
2007,40,14.669477282954132,0.4817707483007725,24.4325433703747,Maize,30.4,6.31
2007,41,16.528566873540147,0.4502780510839336,23.4926347063236,Maize,30.4,6.31
2007,42,15.755477821353931,0.4289343515157413,25.51317466282372,Maize,30.4,6.31
2007,43,18.03795458724387,0.4786334448924085,23.74811724678919,Maize,30.4,6.31
2007,44,12.877346405907172,0.4593501955884032,24.85078777929014,Maize,30.4,6.31
2007,45,16.896748048166128,0.490386688666963,26.629219155275475,Maize,30.4,6.31
2007,46,14.274407490101025,0.4295145631416009,24.171840178110685,Maize,30.4,6.31
2007,47,14.9524858197645,0.5115233666742359,24.53700726412689,Maize,30.4,6.31
2007,48,16.211241676433183,0.4980282924383195,24.54105850066267,Maize,30.4,6.31
2007,49,18.685140843344037,0.4474611384086916,25.453460095568456,Maize,30.4,6.31
2007,50,17.202320591509395,0.4605737527100985,24.41132571376622,Maize,30.4,6.31
2007,51,14.337435711654036,0.4637200151490891,26.52971546785486,Maize,30.4,6.31
2007,52,17.06030156244122,0.5155962713561505,24.22176108992925,Maize,30.4,6.31
2020,1,18.345832454920775,0.3114700514658408,29.576056524489204,Beans,57.3,4.26
2020,2,17.530689431574427,0.3267296470065292,30.380770020186656,Beans,57.3,4.26
2020,3,14.827767575544058,0.3079454789160709,29.339548975754635,Beans,57.3,4.26
2020,4,18.39562995865965,0.3284285814627397,27.864762073804503,Beans,57.3,4.26
2020,5,16.40123030083134,0.286389115294681,30.39304470645465,Beans,57.3,4.26
2020,6,16.27092758015669,0.2965456585150295,28.31836567171914,Beans,57.3,4.26
2020,7,16.267230044199092,0.286421726824811,27.01756123799269,Beans,57.3,4.26
2020,8,15.88833992117008,0.2983536355841604,29.100970404414262,Beans,57.3,4.26
2020,9,14.022588648960223,0.2876598401722519,29.84246791248244,Beans,57.3,4.26
2020,10,17.2493190866901,0.2847092479582179,27.83955907854869,Beans,57.3,4.26
2020,11,18.072144395872066,0.308131032070924,27.258318529232703,Beans,57.3,4.26
2020,12,12.44943349622127,0.3025035766128377,29.01537483866756,Beans,57.3,4.26
2020,13,12.587300027835118,0.2792584852076207,28.874665309876523,Beans,57.3,4.26
2020,14,13.917148064912515,0.3200035926919662,29.439514562095944,Beans,57.3,4.26
2020,15,15.969036755596278,0.3374494575228545,29.34055927086808,Beans,57.3,4.26
